Id,Starttime,#Flows,#Packets,#Srcaddr,#Dstaddr,#Bytes,#labels,#UDPUniqEst,#UDPUniqInt,#UDPTotEstFlow,#UDPTotIntFlow,#NewEstUDPCCIP,TotEstUDPCCIP,#NewIntUDPCCIP,TotIntUDPCCIP,TCPCCFlow,TCPCCBytes,WebFlows,GoogleFlows,CCHTTPBytes,CCHTTPFlow,CCHTTP69Flows,CCHTTO69Bytes,TCPCC67FLows,TCPCC62Flows,TCPCC70Flows,TCPCC71Flows,TCPCC80Flows,UDPCCNewEstBytes,WEBBytes,GoogleBytes,SSLGoogleFLows,SSLGoogleBytes,EstDNSFlows,EstDNSBytes,TCPCustEncFlows,TCPCustEncBytes,UDPEstBytes
161,48300,457,1705,2,68,321183,5,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,23796,0,0,0
162,48600,429,1462,1,63,231524,6,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,20934,0,0,0
163,48900,483,1923,5,82,434587,9,4,3,4,3,0,69,0,253,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,110752,2,103122,134,24426,0,0,1532
164,49200,457,1762,2,105,455864,9,32,0,32,0,0,69,0,253,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,73719,1,69904,108,19263,0,0,12343
165,49500,457,1672,3,64,298883,6,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,24302,0,0,0
166,49800,408,1620,3,72,417465,5,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,18755,0,0,0
167,50100,452,1714,4,65,350604,5,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,22769,0,0,0
168,50400,401,1541,2,58,349395,5,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,18121,0,0,0
169,50700,429,1747,1,57,389775,5,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,22394,0,0,0
170,51000,447,1759,2,104,462872,9,36,2,36,2,0,69,0,253,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,75644,2,68014,104,18576,0,0,14206
171,51300,460,1641,3,66,274925,5,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,22548,0,0,0
172,51600,399,1444,2,67,260165,6,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,17696,0,0,0
173,51900,391,1567,2,57,354951,5,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,18828,0,0,0
174,52200,426,1692,3,69,405033,5,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,21106,0,0,0
175,52500,399,1487,2,55,337884,6,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,19362,0,0,0
176,52800,455,1725,3,100,415687,6,36,0,36,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,20899,0,0,13939
177,53100,390,1474,6,58,338764,5,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,17396,0,0,0
178,53400,456,1685,4,61,324467,6,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,23738,0,0,0
179,53700,378,1441,1,54,351951,5,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,16474,0,0,0
180,54000,443,1673,4,64,362335,6,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,22606,0,0,0
181,54300,370,1517,2,59,385475,5,0,0,0,0,0,69,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,16704,0,0,0
182,54600,461,1709,2,93,397664,8,35,1,35,1,0,69,1,254,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,79622,0,0,120,21900,0,0,13203
183,54900,376,1304,2,58,224946,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,16914,0,0,0
184,55200,430,1780,2,59,444502,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,21788,0,0,0
185,55500,369,1401,1,54,275197,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,17164,0,0,0
186,55800,407,1455,2,57,214633,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,21396,0,0,0
187,56100,362,1382,2,54,371643,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,15832,0,0,0
188,56400,462,1726,3,103,353879,10,35,1,35,1,0,69,0,254,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,40695,1,36880,121,22032,0,0,13976
189,56700,375,1501,2,59,408516,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,16698,0,0,0
190,57000,418,1622,2,51,341478,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,21080,0,0,0
191,57300,370,1359,2,56,315895,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,16842,0,0,0
192,57600,402,1455,3,57,308946,6,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,18809,0,0,0
193,57900,406,1461,3,58,292737,6,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,19314,0,0,0
194,58200,443,1620,2,97,386635,6,34,0,34,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,19942,0,0,14368
195,58500,391,1450,3,59,316260,7,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,19010,0,0,0
196,58800,377,1502,2,60,355556,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,18060,0,0,0
197,59100,392,1395,4,56,274799,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,19204,0,0,0
198,59400,372,1482,3,56,412630,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,16018,0,0,0
199,59700,399,1386,2,53,199445,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,20955,0,0,0
200,60000,395,1383,2,87,281719,6,35,0,35,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,16398,0,0,14715
201,60300,422,1499,2,57,217093,6,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,22050,0,0,0
202,60600,353,1357,1,46,326153,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,15088,0,0,0
203,60900,419,1689,2,58,412276,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,21980,0,0,0
204,61200,360,1321,3,52,265111,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,16552,0,0,0
205,61500,406,1551,3,56,308552,5,0,0,0,0,0,69,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,21646,0,0,0
206,61800,394,1364,4,88,297180,9,34,1,34,1,0,69,1,255,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,23089,0,0,85,15524,0,0,13510
207,62100,411,1460,2,55,234154,5,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,21132,0,0,0
208,62400,367,1430,2,59,334860,6,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,16858,0,0,0
209,62700,402,1545,2,55,346286,5,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,20444,0,0,0
210,63000,355,1260,2,56,264658,6,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,16068,0,0,0
211,63300,398,1455,2,49,257274,5,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,20385,0,0,0
212,63600,384,1498,2,85,409134,9,34,1,34,1,0,69,0,255,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,38356,1,34541,86,15544,0,0,13494
213,63900,374,1264,2,53,211791,7,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,18890,0,0,0
214,64200,384,1450,3,54,292526,6,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,19396,0,0,0
215,64500,376,1327,3,51,215778,6,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,17552,0,0,0
216,64800,383,1352,2,50,234240,5,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,18779,0,0,0
217,65100,363,1237,3,51,190726,5,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,17239,0,0,0
218,65400,432,1484,3,87,245531,6,34,0,34,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,20818,0,0,13687
219,65700,355,1246,2,55,260555,6,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,15894,0,0,0
220,66000,412,1585,2,56,333551,6,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,21408,0,0,0
221,66300,356,1254,3,52,216178,6,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,15618,0,0,0
222,66600,384,1408,1,50,247902,5,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,20110,0,0,0
223,66900,363,1403,2,59,347291,6,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,16854,0,0,0
224,67200,396,1431,3,57,270495,6,7,0,7,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,19826,0,0,2833
225,67500,373,1234,2,79,216239,7,27,0,27,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,16362,0,0,10548
226,67800,385,1411,2,57,284118,7,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,20185,0,0,0
227,68100,364,1285,2,52,236541,6,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,17928,0,0,0
228,68400,369,1324,2,53,230276,6,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,17064,0,0,0
229,68700,377,1424,1,53,307878,6,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,18814,0,0,0
230,69000,347,1152,4,56,174229,6,0,0,0,0,0,69,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,15918,0,0,0
231,69300,436,1580,3,89,292405,10,33,1,33,1,0,69,1,256,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22967,1,19152,108,20306,0,0,12324
232,69600,346,1266,2,52,272996,5,0,0,0,0,0,69,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,15125,0,0,0
233,69900,386,1377,2,56,196134,6,0,0,0,0,0,69,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,20876,0,0,0
234,70200,346,1249,3,55,225831,5,0,0,0,0,0,69,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,15572,0,0,0
235,70500,397,1519,3,55,334119,5,0,0,0,0,0,69,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,19744,0,0,0
236,70800,369,1303,2,50,259750,7,0,0,0,0,0,69,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,16914,0,0,0
237,71100,424,1537,3,86,305414,10,33,1,33,1,0,69,0,256,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17621,1,13806,112,20598,0,0,12836
238,71400,341,1290,2,49,284825,6,0,0,0,0,0,69,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,15074,0,0,0
239,71700,388,1454,2,55,267689,6,0,0,0,0,0,69,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,20554,0,0,0
240,72000,334,1142,2,49,211873,6,0,0,0,0,0,69,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,14940,0,0,0
241,72300,398,1520,4,52,312490,7,0,0,0,0,0,69,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,21144,0,0,0
242,72600,349,1245,3,51,253802,6,0,0,0,0,0,69,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,15734,0,0,0
243,72900,395,1438,3,87,292161,10,30,2,30,2,0,69,1,257,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,69344,2,61714,98,17860,0,0,11607
244,73200,362,1320,2,50,247777,5,0,0,0,0,0,69,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,18440,0,0,0
245,73500,337,1193,1,42,184663,5,0,0,0,0,0,69,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,16432,0,0,0
246,73800,345,1301,3,50,219644,6,0,0,0,0,0,69,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,18346,0,0,0
247,74100,325,1172,3,51,222715,6,0,0,0,0,0,69,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,16164,0,0,0
248,74400,373,1636,2,51,465419,7,0,0,0,0,0,69,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,21868,0,0,0
249,74700,355,1596,2,83,521521,9,30,3,30,3,0,69,1,258,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,221427,3,209982,86,15578,0,0,11494
250,75000,359,1437,2,48,274048,5,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,20502,0,0,0
251,75300,314,1276,2,48,315746,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,15144,0,0,0
252,75600,360,1359,1,49,233718,5,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,20072,0,0,0
253,75900,314,1087,3,50,191520,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,15082,0,0,0
254,76200,369,1327,3,51,211452,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,19776,0,0,0
255,76500,350,1306,2,79,318237,6,32,0,32,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,15840,0,0,12578
256,76800,371,1517,2,54,346621,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,20432,0,0,0
257,77100,307,1152,2,46,256589,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,14768,0,0,0
258,77400,371,1389,3,51,249983,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,20616,0,0,0
259,77700,302,1111,2,42,216051,5,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,13898,0,0,0
260,78000,382,1312,3,46,163987,5,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,19164,0,0,0
261,78300,381,1383,2,80,307050,7,32,0,32,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,15810,0,0,11586
262,78600,345,1344,1,48,279517,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,17030,0,0,0
263,78900,355,1373,2,44,319168,5,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,17832,0,0,0
264,79200,344,1299,3,51,271470,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,17494,0,0,0
265,79500,333,1267,3,47,248452,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,17186,0,0,0
266,79800,321,1217,2,47,247150,5,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,16514,0,0,0
267,80100,362,1277,4,76,218217,7,32,0,32,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,17253,0,0,12638
268,80400,309,1132,2,46,197067,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,14369,0,0,0
269,80700,372,1410,3,51,236712,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,21646,0,0,0
270,81000,316,1190,4,46,263307,5,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,14746,0,0,0
271,81300,376,1354,3,48,199885,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,19574,0,0,0
272,81600,335,1375,1,46,419686,5,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,15276,0,0,0
273,81900,376,1399,2,48,263830,5,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,19857,0,0,0
274,82200,372,1339,2,82,327553,6,32,0,32,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,15238,0,0,12533
275,82500,376,1318,3,48,196920,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,19348,0,0,0
276,82800,339,1231,2,51,283050,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,15307,0,0,0
277,83100,340,1227,3,42,247552,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,16222,0,0,0
278,83400,364,1410,3,52,315566,5,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,18254,0,0,0
279,83700,333,1087,2,43,149134,6,0,0,0,0,0,69,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,16030,0,0,0
280,84000,398,1558,4,85,415959,10,30,2,30,2,0,69,1,259,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,161915,1,78467,95,17560,0,0,11692
281,84300,336,1160,2,47,234301,6,0,0,0,0,0,69,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,14546,0,0,0
282,84600,369,1268,1,44,160864,5,0,0,0,0,0,69,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,19624,0,0,0
283,84900,337,1133,4,44,207749,5,0,0,0,0,0,69,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,14782,0,0,0
284,85200,379,1409,2,48,280601,6,0,0,0,0,0,69,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,19810,0,0,0
285,85500,325,1185,2,47,270881,7,0,0,0,0,0,69,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,14730,0,0,0
286,85800,1289,7010,4,293,2519030,10,30,3,30,3,0,69,1,260,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,33479,1,13034,409,72617,0,0,12514
287,86100,2184,10254,11,245,3330387,6,0,0,0,0,0,69,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587,97924,0,0,0
288,86400,779,3022,2,124,696274,5,0,0,0,0,0,69,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,37802,0,0,0
289,86700,551,1995,1,85,365834,5,0,0,0,0,0,69,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,25184,0,0,0
290,87000,622,2111,2,86,320147,5,0,0,0,0,0,69,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,30408,0,0,0
291,87300,1957,11007,6,315,4334486,6,0,1,0,1,0,69,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,602,102536,0,0,0
292,87600,1902,8432,14,262,2450017,7,31,0,31,0,0,69,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,84149,0,0,12136
293,87900,808,2752,5,121,451399,5,0,0,0,0,0,69,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,36784,0,0,0
294,88200,745,2735,2,111,525528,5,0,0,0,0,0,69,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,35190,0,0,0
295,88500,733,2851,3,114,651114,6,0,0,0,0,0,69,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,35530,0,0,0
296,88800,679,2478,3,111,479290,5,0,0,0,0,0,69,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,31220,0,0,0
297,89100,716,2679,3,103,487377,5,0,0,0,0,0,69,0,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,35772,0,0,0
298,89400,690,2659,5,134,668762,9,29,2,29,2,0,69,1,261,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,108133,2,100503,163,29290,0,0,11479
299,89700,708,2863,2,105,712016,6,0,0,0,0,0,69,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,35755,0,0,0
300,90000,620,2347,2,94,518541,6,0,0,0,0,0,69,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,28503,0,0,0
301,90300,707,2607,2,93,488478,5,0,0,0,0,0,69,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,35326,0,0,0
302,90600,642,2488,2,97,616125,5,0,0,0,0,0,69,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,27606,0,0,0
303,90900,675,2363,2,92,346713,5,0,0,0,0,0,69,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,32930,0,0,0
304,91200,640,2489,3,128,620903,9,29,2,29,2,0,69,0,261,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,117728,1,34987,150,26684,0,0,11071
305,91500,672,2552,2,90,519506,5,0,0,0,0,0,69,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,34934,0,0,0
306,91800,614,2311,2,95,530348,6,0,0,0,0,0,69,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,27188,0,0,0
307,92100,656,2463,2,93,446310,5,0,0,0,0,0,69,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,33590,0,0,0
308,92400,600,2250,2,91,522045,5,0,0,0,0,0,69,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,27643,0,0,0
309,92700,621,2317,3,89,439731,5,0,0,0,0,0,69,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,29772,0,0,0
310,93000,644,2464,5,97,532654,7,4,1,4,1,0,69,0,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,30995,0,0,1493
311,93300,665,2649,3,119,686319,9,24,2,24,2,0,69,2,263,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,193027,2,105677,167,29964,0,0,10323
312,93600,617,2386,1,84,579701,6,0,0,0,0,0,69,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,29081,0,0,0
313,93900,610,2233,2,88,489823,5,0,0,0,0,0,69,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,26068,0,0,0
314,94200,638,2457,3,86,511466,5,0,0,0,0,0,69,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,31687,0,0,0
315,94500,588,2034,1,84,361097,5,0,0,0,0,0,69,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,26833,0,0,0
316,94800,1993,11328,4,394,4656066,6,0,0,0,0,0,69,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653,114089,0,0,0
317,95100,3490,17339,21,369,6134588,9,28,3,28,3,0,69,0,263,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,207973,1,46075,901,153230,0,0,10907
318,95400,1220,4934,3,200,1216945,5,0,0,0,0,0,69,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328,57908,0,0,0
319,95700,944,3433,2,158,663670,5,0,0,0,0,0,69,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,41780,0,0,0
320,96000,1007,3548,5,140,607225,5,0,0,0,0,0,69,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,49160,0,0,0
321,96300,858,3215,2,136,717081,5,0,0,0,0,0,69,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,38010,0,0,0
322,96600,976,3640,2,140,707967,6,0,0,0,0,0,69,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,50316,0,0,0
323,96900,880,3325,3,175,778452,9,27,1,27,1,0,69,1,264,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,49469,1,45654,209,37124,0,0,10238
324,97200,936,3576,3,131,765994,5,0,0,0,0,0,69,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,45971,0,0,0
325,97500,866,3245,2,136,735986,5,0,0,0,0,0,69,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,38304,0,0,0
